student_id,grade,subject,score,study_hours_per_day,attendance_percentage,passed,grade_letter
STU0184,Grade_12,English,64.8,2.8,62.8,True,C
STU0184,Grade_12,History,70.5,2.8,62.8,True,B
STU0184,Grade_12,Computer_Science,66.3,2.8,62.8,True,B
STU0185,Grade_11,Math,62.4,3.8,77.5,True,C
STU0185,Grade_11,Science,78.4,3.8,77.5,True,B
STU0185,Grade_11,English,80.1,3.8,77.5,True,A
STU0185,Grade_11,History,84.9,3.8,77.5,True,A
STU0185,Grade_11,Computer_Science,74.4,3.8,77.5,True,B
STU0186,Grade_11,Math,69.1,2.3,85.4,True,B
STU0186,Grade_11,Science,71.5,2.3,85.4,True,B
STU0186,Grade_11,English,77.8,2.3,85.4,True,B
STU0186,Grade_11,History,78.0,2.3,85.4,True,B
STU0186,Grade_11,Computer_Science,79.5,2.3,85.4,True,B
STU0187,Grade_10,Math,43.4,1.1,87.0,True,D
STU0187,Grade_10,Science,53.7,1.1,87.0,True,C
STU0187,Grade_10,English,51.7,1.1,87.0,True,C
STU0187,Grade_10,History,63.0,1.1,87.0,True,C
STU0187,Grade_10,Computer_Science,63.2,1.1,87.0,True,C
STU0188,Grade_11,Math,84.9,6.5,91.9,True,A
STU0188,Grade_11,Science,81.4,6.5,91.9,True,A
STU0188,Grade_11,English,98.7,6.5,91.9,True,A
STU0188,Grade_11,History,,6.5,91.9,True,A
STU0188,Grade_11,Computer_Science,87.8,6.5,91.9,True,A
STU0189,Grade_10,Math,53.8,2.4,68.5,True,C
STU0189,Grade_10,Science,54.2,2.4,68.5,True,C
STU0189,Grade_10,English,62.5,2.4,68.5,True,C
STU0189,Grade_10,History,70.8,2.4,68.5,True,B
STU0189,Grade_10,Computer_Science,62.9,2.4,68.5,True,C
STU0190,Grade_12,Math,59.4,5.1,63.4,True,C
STU0190,Grade_12,Science,72.1,5.1,63.4,True,B
STU0190,Grade_12,English,78.4,5.1,63.4,True,B
STU0190,Grade_12,History,72.9,5.1,63.4,True,B
STU0190,Grade_12,Computer_Science,68.6,5.1,63.4,True,B
STU0191,Grade_12,Math,73.1,5.3,88.2,True,B
STU0191,Grade_12,Science,79.9,5.3,88.2,True,B
STU0191,Grade_12,English,81.9,5.3,88.2,True,A
STU0191,Grade_12,History,92.0,5.3,88.2,True,A
STU0191,Grade_12,Computer_Science,72.9,5.3,88.2,True,B
STU0192,Grade_10,Math,93.9,8.0,81.0,True,A
STU0192,Grade_10,Science,85.2,8.0,81.0,True,A
STU0192,Grade_10,English,94.4,8.0,81.0,True,A
STU0192,Grade_10,History,100.0,8.0,81.0,True,A
STU0192,Grade_10,Computer_Science,92.8,8.0,81.0,True,A
STU0193,Grade_9,Math,95.2,7.2,93.9,True,A
STU0193,Grade_9,Science,91.3,7.2,93.9,True,A
STU0193,Grade_9,English,100.0,7.2,93.9,True,A
STU0193,Grade_9,History,100.0,7.2,93.9,True,A
STU0193,Grade_9,Computer_Science,100.0,7.2,93.9,True,A
STU0194,Grade_11,Math,53.8,1.9,87.3,True,C
STU0194,Grade_11,Science,53.5,1.9,87.3,True,C
STU0194,Grade_11,English,57.8,1.9,87.3,True,C
STU0194,Grade_11,History,69.9,1.9,87.3,True,B
STU0194,Grade_11,Computer_Science,63.6,1.9,87.3,True,C
STU0195,Grade_9,Math,66.1,5.0,68.7,True,B
STU0195,Grade_9,Science,60.9,5.0,68.7,True,C
STU0195,Grade_9,English,81.1,5.0,68.7,True,A
STU0195,Grade_9,History,83.1,5.0,68.7,True,A
STU0195,Grade_9,Computer_Science,78.4,5.0,68.7,True,B
STU0196,Grade_9,Math,81.2,5.7,76.5,True,A
STU0196,Grade_9,Science,82.3,5.7,76.5,True,A
STU0196,Grade_9,English,87.5,5.7,76.5,True,A
STU0196,Grade_9,History,100.0,5.7,76.5,True,A
STU0196,Grade_9,Computer_Science,82.0,5.7,76.5,True,A
STU0197,Grade_9,Math,74.8,4.5,75.6,True,B
STU0197,Grade_9,Science,67.3,4.5,75.6,True,B
STU0197,Grade_9,English,77.3,4.5,75.6,True,B
STU0197,Grade_9,History,79.8,4.5,75.6,True,B
STU0197,Grade_9,Computer_Science,71.8,4.5,75.6,True,B
STU0198,Grade_10,Math,54.4,2.5,86.5,True,C
STU0198,Grade_10,Science,54.6,2.5,86.5,True,C
STU0198,Grade_10,English,58.9,2.5,86.5,True,C
STU0198,Grade_10,History,70.1,2.5,86.5,True,B
STU0198,Grade_10,Computer_Science,57.8,2.5,86.5,True,C
STU0199,Grade_12,Math,67.4,2.4,63.0,True,B
STU0199,Grade_12,Science,66.5,2.4,63.0,True,B
STU0199,Grade_12,English,78.3,2.4,63.0,True,B
STU0199,Grade_12,History,83.1,2.4,63.0,True,A
STU0199,Grade_12,Computer_Science,74.1,2.4,63.0,True,B
STU0200,Grade_10,Math,62.4,3.6,96.2,True,C
STU0200,Grade_10,Science,67.2,3.6,96.2,True,B
STU0200,Grade_10,English,71.0,3.6,96.2,True,B
STU0200,Grade_10,History,75.0,3.6,96.2,True,B
STU0200,Grade_10,Computer_Science,77.6,3.6,96.2,True,B
STU0201,Grade_12,Math,79.3,7.0,75.0,True,B
STU0201,Grade_12,Science,96.3,7.0,75.0,True,A
STU0201,Grade_12,English,98.5,7.0,75.0,True,A
STU0201,Grade_12,History,100.0,7.0,75.0,True,A
STU0201,Grade_12,Computer_Science,100.0,7.0,75.0,True,A
STU0202,Grade_12,Math,74.0,5.5,71.3,True,B
STU0202,Grade_12,Science,73.8,5.5,71.3,True,B
STU0202,Grade_12,English,95.0,5.5,71.3,True,A
STU0202,Grade_12,History,88.2,5.5,71.3,True,A
STU0202,Grade_12,Computer_Science,89.5,5.5,71.3,True,A
STU0203,Grade_9,Math,58.6,2.4,79.5,True,C
STU0203,Grade_9,Science,72.6,2.4,79.5,True,B
STU0203,Grade_9,English,78.3,2.4,79.5,True,B
STU0203,Grade_9,History,,2.4,79.5,True,A
STU0203,Grade_9,Computer_Science,63.5,2.4,79.5,True,C
STU0204,Grade_12,Math,81.8,6.8,62.7,True,A
STU0204,Grade_12,Science,75.0,6.8,62.7,True,B
STU0204,Grade_12,English,89.6,6.8,62.7,True,A
STU0204,Grade_12,History,100.0,6.8,62.7,True,A
STU0204,Grade_12,Computer_Science,90.7,6.8,62.7,True,A
STU0205,Grade_11,Math,53.6,3.3,64.3,True,C
STU0205,Grade_11,Science,62.2,3.3,64.3,True,C
STU0205,Grade_11,English,69.1,3.3,64.3,True,B
STU0205,Grade_11,History,77.4,3.3,64.3,True,B
STU0205,Grade_11,Computer_Science,71.4,3.3,64.3,True,B
STU0206,Grade_12,Math,92.1,6.6,87.3,True,A
STU0206,Grade_12,Science,91.7,6.6,87.3,True,A
STU0206,Grade_12,English,100.0,6.6,87.3,True,A
STU0206,Grade_12,History,100.0,6.6,87.3,True,A
STU0206,Grade_12,Computer_Science,97.8,6.6,87.3,True,A
STU0207,Grade_11,Math,78.9,5.4,71.6,True,B
STU0207,Grade_11,Science,70.4,5.4,71.6,True,B
STU0207,Grade_11,English,87.0,5.4,71.6,True,A
STU0207,Grade_11,History,88.4,5.4,71.6,True,A
STU0207,Grade_11,Computer_Science,74.7,5.4,71.6,True,B
STU0208,Grade_9,Math,80.5,6.5,66.5,True,A
STU0208,Grade_9,Science,79.1,6.5,66.5,True,B
STU0208,Grade_9,English,84.5,6.5,66.5,True,A
STU0208,Grade_9,History,94.4,6.5,66.5,True,A
STU0208,Grade_9,Computer_Science,77.7,6.5,66.5,True,B
STU0209,Grade_9,Math,60.8,3.7,99.9,True,C
STU0209,Grade_9,Science,71.0,3.7,99.9,True,B
STU0209,Grade_9,English,71.5,3.7,99.9,True,B
STU0209,Grade_9,History,71.4,3.7,99.9,True,B
STU0209,Grade_9,Computer_Science,65.3,3.7,99.9,True,B
STU0210,Grade_12,Math,89.3,6.3,84.3,True,A
STU0210,Grade_12,Science,99.0,6.3,84.3,True,A
STU0210,Grade_12,English,100.0,6.3,84.3,True,A
STU0210,Grade_12,History,100.0,6.3,84.3,True,A
STU0210,Grade_12,Computer_Science,90.5,6.3,84.3,True,A
STU0211,Grade_11,Math,67.9,4.1,61.8,True,B
STU0211,Grade_11,Science,61.3,4.1,61.8,True,C
STU0211,Grade_11,English,80.1,4.1,61.8,True,A
STU0211,Grade_11,History,73.3,4.1,61.8,True,B
STU0211,Grade_11,Computer_Science,80.1,4.1,61.8,True,A
STU0212,Grade_9,Math,52.3,1.2,72.0,True,C
STU0212,Grade_9,Science,54.2,1.2,72.0,True,C
STU0212,Grade_9,English,61.4,1.2,72.0,True,C
STU0212,Grade_9,History,49.2,1.2,72.0,True,D
STU0212,Grade_9,Computer_Science,51.9,1.2,72.0,True,C
STU0213,Grade_10,Math,79.3,6.1,74.6,True,B
STU0213,Grade_10,Science,85.5,6.1,74.6,True,A
STU0213,Grade_10,English,96.3,6.1,74.6,True,A
STU0213,Grade_10,History,100.0,6.1,74.6,True,A
STU0213,Grade_10,Computer_Science,99.0,6.1,74.6,True,A
STU0214,Grade_11,Math,58.2,4.1,67.1,True,C
STU0214,Grade_11,Science,65.7,4.1,67.1,True,B
STU0214,Grade_11,English,67.8,4.1,67.1,True,B
STU0214,Grade_11,History,78.4,4.1,67.1,True,B
STU0214,Grade_11,Computer_Science,70.0,4.1,67.1,True,B
STU0215,Grade_12,Math,69.5,4.2,85.0,True,B
STU0215,Grade_12,Science,84.1,4.2,85.0,True,A
STU0215,Grade_12,English,95.0,4.2,85.0,True,A
STU0215,Grade_12,History,98.0,4.2,85.0,True,A
STU0215,Grade_12,Computer_Science,89.1,4.2,85.0,True,A
STU0216,Grade_11,Math,76.8,4.1,91.7,True,B
STU0216,Grade_11,Science,84.2,4.1,91.7,True,A
STU0216,Grade_11,English,,4.1,91.7,True,A
STU0216,Grade_11,History,99.3,4.1,91.7,True,A
STU0216,Grade_11,Computer_Science,85.4,4.1,91.7,True,A
STU0217,Grade_9,Math,98.4,7.2,91.2,True,A
STU0217,Grade_9,Science,100.0,7.2,91.2,True,A
STU0217,Grade_9,English,100.0,7.2,91.2,True,A
STU0217,Grade_9,History,100.0,7.2,91.2,True,A
STU0217,Grade_9,Computer_Science,100.0,7.2,91.2,True,A
STU0218,Grade_10,Math,52.0,2.2,78.6,True,C
STU0218,Grade_10,Science,56.8,2.2,78.6,True,C
STU0218,Grade_10,English,63.1,2.2,78.6,True,C
STU0218,Grade_10,History,60.9,2.2,78.6,True,C
STU0218,Grade_10,Computer_Science,62.5,2.2,78.6,True,C
STU0219,Grade_12,Math,71.6,2.1,76.5,True,B
STU0219,Grade_12,Science,74.2,2.1,76.5,True,B
STU0219,Grade_12,English,79.8,2.1,76.5,True,B
STU0219,Grade_12,History,77.1,2.1,76.5,True,B
STU0219,Grade_12,Computer_Science,73.6,2.1,76.5,True,B
STU0220,Grade_12,Math,65.2,2.7,94.0,True,B
STU0220,Grade_12,Science,,2.7,94.0,True,B
STU0220,Grade_12,English,77.3,2.7,94.0,True,B
STU0220,Grade_12,History,83.9,2.7,94.0,True,A
STU0220,Grade_12,Computer_Science,76.5,2.7,94.0,True,B
STU0221,Grade_10,Math,78.4,5.0,86.7,True,B
STU0221,Grade_10,Science,78.1,5.0,86.7,True,B
STU0221,Grade_10,English,98.3,5.0,86.7,True,A
STU0221,Grade_10,History,100.0,5.0,86.7,True,A
STU0221,Grade_10,Computer_Science,83.3,5.0,86.7,True,A
STU0222,Grade_10,Math,64.8,5.5,78.4,True,C
STU0222,Grade_10,Science,69.2,5.5,78.4,True,B
STU0222,Grade_10,English,86.4,5.5,78.4,True,A
STU0222,Grade_10,History,80.8,5.5,78.4,True,A
STU0222,Grade_10,Computer_Science,,5.5,78.4,True,B
STU0223,Grade_11,Math,85.1,5.2,62.0,True,A
STU0223,Grade_11,Science,82.6,5.2,62.0,True,A
STU0223,Grade_11,English,82.9,5.2,62.0,True,A
STU0223,Grade_11,History,90.4,5.2,62.0,True,A
STU0223,Grade_11,Computer_Science,87.2,5.2,62.0,True,A
STU0224,Grade_9,Math,68.1,3.0,71.6,True,B
STU0224,Grade_9,Science,61.3,3.0,71.6,True,C
STU0224,Grade_9,English,73.8,3.0,71.6,True,B
STU0224,Grade_9,History,72.4,3.0,71.6,True,B
STU0224,Grade_9,Computer_Science,67.1,3.0,71.6,True,B
STU0225,Grade_11,Math,60.6,2.1,85.0,True,C
STU0225,Grade_11,Science,74.7,2.1,85.0,True,B
STU0225,Grade_11,English,79.0,2.1,85.0,True,B
STU0225,Grade_11,History,79.9,2.1,85.0,True,B
STU0225,Grade_11,Computer_Science,76.6,2.1,85.0,True,B
STU0226,Grade_11,Math,80.7,7.3,74.8,True,A
STU0226,Grade_11,Science,90.0,7.3,74.8,True,A
STU0226,Grade_11,English,100.0,7.3,74.8,True,A
STU0226,Grade_11,History,96.2,7.3,74.8,True,A
STU0226,Grade_11,Computer_Science,92.2,7.3,74.8,True,A
STU0227,Grade_12,Math,49.7,2.3,70.4,True,D
STU0227,Grade_12,Science,64.8,2.3,70.4,True,C
STU0227,Grade_12,English,58.6,2.3,70.4,True,C
STU0227,Grade_12,History,61.9,2.3,70.4,True,C
STU0227,Grade_12,Computer_Science,62.4,2.3,70.4,True,C
STU0228,Grade_9,Math,73.2,5.0,75.6,True,B
STU0228,Grade_9,Science,76.2,5.0,75.6,True,B
STU0228,Grade_9,English,78.7,5.0,75.6,True,B
STU0228,Grade_9,History,84.8,5.0,75.6,True,A
STU0228,Grade_9,Computer_Science,78.5,5.0,75.6,True,B
STU0229,Grade_9,Math,63.5,2.7,95.1,True,C
STU0229,Grade_9,Science,64.7,2.7,95.1,True,C
STU0229,Grade_9,English,75.4,2.7,95.1,True,B
STU0229,Grade_9,History,77.9,2.7,95.1,True,B
STU0229,Grade_9,Computer_Science,78.5,2.7,95.1,True,B
STU0230,Grade_9,Math,68.8,5.3,69.8,True,B
STU0230,Grade_9,Science,79.3,5.3,69.8,True,B
STU0230,Grade_9,English,88.9,5.3,69.8,True,A
STU0230,Grade_9,History,96.2,5.3,69.8,True,A
STU0230,Grade_9,Computer_Science,92.5,5.3,69.8,True,A
STU0231,Grade_12,Math,76.7,2.2,87.2,True,B
STU0231,Grade_12,Science,72.8,2.2,87.2,True,B
STU0231,Grade_12,English,81.9,2.2,87.2,True,A
STU0231,Grade_12,History,80.6,2.2,87.2,True,A
STU0231,Grade_12,Computer_Science,76.8,2.2,87.2,True,B
STU0232,Grade_11,Math,57.3,1.1,96.2,True,C
STU0232,Grade_11,Science,54.3,1.1,96.2,True,C
STU0232,Grade_11,English,70.9,1.1,96.2,True,B
STU0232,Grade_11,History,65.8,1.1,96.2,True,B
STU0232,Grade_11,Computer_Science,67.4,1.1,96.2,True,B
STU0233,Grade_11,Math,86.9,6.8,96.0,True,A
STU0233,Grade_11,Science,92.4,6.8,96.0,True,A
STU0233,Grade_11,English,96.3,6.8,96.0,True,A
STU0233,Grade_11,History,95.9,6.8,96.0,True,A
STU0233,Grade_11,Computer_Science,94.6,6.8,96.0,True,A
STU0234,Grade_11,Math,66.9,3.1,83.0,True,B
STU0234,Grade_11,Science,65.1,3.1,83.0,True,B
STU0234,Grade_11,English,78.6,3.1,83.0,True,B
STU0234,Grade_11,History,90.4,3.1,83.0,True,A
STU0234,Grade_11,Computer_Science,77.2,3.1,83.0,True,B
STU0235,Grade_12,Math,86.4,7.5,96.5,True,A
STU0235,Grade_12,Science,96.3,7.5,96.5,True,A
STU0235,Grade_12,English,100.0,7.5,96.5,True,A
STU0235,Grade_12,History,99.4,7.5,96.5,True,A
STU0235,Grade_12,Computer_Science,93.8,7.5,96.5,True,A
STU0236,Grade_11,Math,92.2,7.4,91.9,True,A
STU0236,Grade_11,Science,100.0,7.4,91.9,True,A
STU0236,Grade_11,English,100.0,7.4,91.9,True,A
STU0236,Grade_11,History,100.0,7.4,91.9,True,A
STU0236,Grade_11,Computer_Science,100.0,7.4,91.9,True,A
STU0237,Grade_10,Math,87.4,6.8,93.5,True,A
STU0237,Grade_10,Science,86.1,6.8,93.5,True,A
STU0237,Grade_10,English,100.0,6.8,93.5,True,A
STU0237,Grade_10,History,100.0,6.8,93.5,True,A
STU0237,Grade_10,Computer_Science,89.8,6.8,93.5,True,A
STU0238,Grade_9,Math,71.6,5.6,73.5,True,B
STU0238,Grade_9,Science,72.8,5.6,73.5,True,B
STU0238,Grade_9,English,72.4,5.6,73.5,True,B
STU0238,Grade_9,History,77.2,5.6,73.5,True,B
STU0238,Grade_9,Computer_Science,71.1,5.6,73.5,True,B
STU0239,Grade_10,Math,59.7,1.5,71.0,True,C
STU0239,Grade_10,Science,52.2,1.5,71.0,True,C
STU0239,Grade_10,English,63.4,1.5,71.0,True,C
STU0239,Grade_10,History,69.6,1.5,71.0,True,B
STU0239,Grade_10,Computer_Science,58.8,1.5,71.0,True,C
STU0240,Grade_12,Math,83.7,6.7,87.4,True,A
STU0240,Grade_12,Science,81.0,6.7,87.4,True,A
STU0240,Grade_12,English,86.4,6.7,87.4,True,A
STU0240,Grade_12,History,99.7,6.7,87.4,True,A
STU0240,Grade_12,Computer_Science,82.6,6.7,87.4,True,A
STU0241,Grade_9,Math,56.9,3.1,68.0,True,C
STU0241,Grade_9,Science,57.6,3.1,68.0,True,C
STU0241,Grade_9,English,77.6,3.1,68.0,True,B
STU0241,Grade_9,History,73.5,3.1,68.0,True,B
STU0241,Grade_9,Computer_Science,65.4,3.1,68.0,True,B
STU0242,Grade_11,Math,73.5,6.3,64.1,True,B
STU0242,Grade_11,Science,93.0,6.3,64.1,True,A
STU0242,Grade_11,English,91.0,6.3,64.1,True,A
STU0242,Grade_11,History,100.0,6.3,64.1,True,A
STU0242,Grade_11,Computer_Science,82.2,6.3,64.1,True,A
STU0243,Grade_11,Math,69.3,2.5,99.0,True,B
STU0243,Grade_11,Science,70.1,2.5,99.0,True,B
STU0243,Grade_11,English,75.6,2.5,99.0,True,B
STU0243,Grade_11,History,75.1,2.5,99.0,True,B
STU0243,Grade_11,Computer_Science,71.7,2.5,99.0,True,B
STU0244,Grade_9,Math,57.1,3.1,78.3,True,C
STU0244,Grade_9,Science,66.6,3.1,78.3,True,B
STU0244,Grade_9,English,74.7,3.1,78.3,True,B
STU0244,Grade_9,History,73.1,3.1,78.3,True,B
STU0244,Grade_9,Computer_Science,67.8,3.1,78.3,True,B
STU0245,Grade_12,Math,57.1,1.1,93.0,True,C
STU0245,Grade_12,Science,65.8,1.1,93.0,True,B
STU0245,Grade_12,English,61.6,1.1,93.0,True,C
STU0245,Grade_12,History,64.7,1.1,93.0,True,C
STU0245,Grade_12,Computer_Science,62.3,1.1,93.0,True,C
STU0246,Grade_11,Math,56.1,2.4,60.1,True,C
STU0246,Grade_11,Science,70.2,2.4,60.1,True,B
STU0246,Grade_11,English,73.3,2.4,60.1,True,B
STU0246,Grade_11,History,76.4,2.4,60.1,True,B
STU0246,Grade_11,Computer_Science,66.3,2.4,60.1,True,B
STU0247,Grade_10,Math,54.2,1.5,77.8,True,C
STU0247,Grade_10,Science,47.3,1.5,77.8,True,D
STU0247,Grade_10,English,60.2,1.5,77.8,True,C
STU0247,Grade_10,History,63.4,1.5,77.8,True,C
STU0247,Grade_10,Computer_Science,55.6,1.5,77.8,True,C
STU0248,Grade_11,Math,70.5,3.6,94.3,True,B
STU0248,Grade_11,Science,81.8,3.6,94.3,True,A
STU0248,Grade_11,English,77.2,3.6,94.3,True,B
STU0248,Grade_11,History,87.2,3.6,94.3,True,A
STU0248,Grade_11,Computer_Science,,3.6,94.3,True,B
STU0249,Grade_12,Math,73.6,3.3,96.1,True,B
STU0249,Grade_12,Science,82.3,3.3,96.1,True,A
STU0249,Grade_12,English,87.6,3.3,96.1,True,A
STU0249,Grade_12,History,94.4,3.3,96.1,True,A
STU0249,Grade_12,Computer_Science,84.2,3.3,96.1,True,A
STU0250,Grade_12,Math,77.1,5.2,95.0,True,B
STU0250,Grade_12,Science,,5.2,95.0,True,B
STU0250,Grade_12,English,83.6,5.2,95.0,True,A
STU0250,Grade_12,History,80.4,5.2,95.0,True,A
STU0250,Grade_12,Computer_Science,71.7,5.2,95.0,True,B
STU0251,Grade_12,Math,70.9,3.6,86.6,True,B
STU0251,Grade_12,Science,75.7,3.6,86.6,True,B
STU0251,Grade_12,English,80.4,3.6,86.6,True,A
STU0251,Grade_12,History,82.5,3.6,86.6,True,A
STU0251,Grade_12,Computer_Science,82.9,3.6,86.6,True,A
STU0252,Grade_11,Math,51.4,1.9,64.0,True,C
STU0252,Grade_11,Science,59.9,1.9,64.0,True,C
STU0252,Grade_11,English,68.0,1.9,64.0,True,B
STU0252,Grade_11,History,60.7,1.9,64.0,True,C
STU0252,Grade_11,Computer_Science,59.4,1.9,64.0,True,C
STU0253,Grade_9,Math,71.5,4.3,88.5,True,B
STU0253,Grade_9,Science,62.3,4.3,88.5,True,C
STU0253,Grade_9,English,80.9,4.3,88.5,True,A
STU0253,Grade_9,History,74.2,4.3,88.5,True,B
STU0253,Grade_9,Computer_Science,64.1,4.3,88.5,True,C
STU0254,Grade_10,Math,70.0,6.3,81.0,True,B
STU0254,Grade_10,Science,80.4,6.3,81.0,True,A
STU0254,Grade_10,English,78.5,6.3,81.0,True,B
STU0254,Grade_10,History,87.5,6.3,81.0,True,A
STU0254,Grade_10,Computer_Science,76.9,6.3,81.0,True,B
STU0255,Grade_9,Math,64.3,1.9,69.5,True,C
STU0255,Grade_9,Science,65.3,1.9,69.5,True,B
STU0255,Grade_9,English,74.7,1.9,69.5,True,B
STU0255,Grade_9,History,67.9,1.9,69.5,True,B
STU0255,Grade_9,Computer_Science,73.8,1.9,69.5,True,B
STU0256,Grade_12,Math,71.9,5.8,60.9,True,B
STU0256,Grade_12,Science,69.2,5.8,60.9,True,B
STU0256,Grade_12,English,84.3,5.8,60.9,True,A
STU0256,Grade_12,History,88.4,5.8,60.9,True,A
STU0256,Grade_12,Computer_Science,73.2,5.8,60.9,True,B
STU0257,Grade_11,Math,59.1,3.2,77.6,True,C
STU0257,Grade_11,Science,58.2,3.2,77.6,True,C
STU0257,Grade_11,English,69.6,3.2,77.6,True,B
STU0257,Grade_11,History,74.5,3.2,77.6,True,B
STU0257,Grade_11,Computer_Science,72.9,3.2,77.6,True,B
STU0258,Grade_9,Math,83.7,7.0,83.5,True,A
STU0258,Grade_9,Science,100.0,7.0,83.5,True,A
STU0258,Grade_9,English,100.0,7.0,83.5,True,A
STU0258,Grade_9,History,100.0,7.0,83.5,True,A
STU0258,Grade_9,Computer_Science,92.9,7.0,83.5,True,A
STU0259,Grade_9,Math,75.6,5.3,92.2,True,B
STU0259,Grade_9,Science,94.6,5.3,92.2,True,A
STU0259,Grade_9,English,100.0,5.3,92.2,True,A
STU0259,Grade_9,History,100.0,5.3,92.2,True,A
STU0259,Grade_9,Computer_Science,87.8,5.3,92.2,True,A
STU0260,Grade_10,Math,62.3,3.1,97.2,True,C
STU0260,Grade_10,Science,63.1,3.1,97.2,True,C
STU0260,Grade_10,English,81.5,3.1,97.2,True,A
STU0260,Grade_10,History,87.1,3.1,97.2,True,A
STU0260,Grade_10,Computer_Science,67.0,3.1,97.2,True,B
STU0261,Grade_12,Math,77.1,4.4,72.5,True,B
STU0261,Grade_12,Science,71.4,4.4,72.5,True,B
STU0261,Grade_12,English,83.6,4.4,72.5,True,A
STU0261,Grade_12,History,91.2,4.4,72.5,True,A
STU0261,Grade_12,Computer_Science,71.5,4.4,72.5,True,B
STU0262,Grade_12,Math,61.0,1.5,99.9,True,C
STU0262,Grade_12,Science,59.7,1.5,99.9,True,C
STU0262,Grade_12,English,63.4,1.5,99.9,True,C
STU0262,Grade_12,History,66.8,1.5,99.9,True,B
STU0262,Grade_12,Computer_Science,61.4,1.5,99.9,True,C
STU0263,Grade_10,Math,90.5,7.5,93.9,True,A
STU0263,Grade_10,Science,,7.5,93.9,True,A
STU0263,Grade_10,English,100.0,7.5,93.9,True,A
STU0263,Grade_10,History,100.0,7.5,93.9,True,A
STU0263,Grade_10,Computer_Science,93.7,7.5,93.9,True,A
STU0264,Grade_10,Math,87.6,6.1,87.8,True,A
STU0264,Grade_10,Science,82.6,6.1,87.8,True,A
STU0264,Grade_10,English,96.7,6.1,87.8,True,A
STU0264,Grade_10,History,100.0,6.1,87.8,True,A
STU0264,Grade_10,Computer_Science,96.2,6.1,87.8,True,A
STU0265,Grade_11,Math,79.7,6.8,64.5,True,B
STU0265,Grade_11,Science,91.2,6.8,64.5,True,A
STU0265,Grade_11,English,100.0,6.8,64.5,True,A
STU0265,Grade_11,History,100.0,6.8,64.5,True,A
STU0265,Grade_11,Computer_Science,92.0,6.8,64.5,True,A
STU0266,Grade_10,Math,74.7,7.6,78.5,True,B
STU0266,Grade_10,Science,85.5,7.6,78.5,True,A
STU0266,Grade_10,English,88.0,7.6,78.5,True,A
STU0266,Grade_10,History,100.0,7.6,78.5,True,A
STU0266,Grade_10,Computer_Science,83.9,7.6,78.5,True,A
STU0267,Grade_9,Math,69.0,2.5,66.5,True,B
STU0267,Grade_9,Science,71.9,2.5,66.5,True,B
STU0267,Grade_9,English,69.1,2.5,66.5,True,B
STU0267,Grade_9,History,72.4,2.5,66.5,True,B
STU0267,Grade_9,Computer_Science,76.7,2.5,66.5,True,B
STU0268,Grade_11,Math,97.9,7.7,100.0,True,A
STU0268,Grade_11,Science,97.9,7.7,100.0,True,A
STU0268,Grade_11,English,100.0,7.7,100.0,True,A
STU0268,Grade_11,History,100.0,7.7,100.0,True,A
STU0268,Grade_11,Computer_Science,100.0,7.7,100.0,True,A
STU0269,Grade_12,Math,66.3,5.6,97.1,True,B
STU0269,Grade_12,Science,78.9,5.6,97.1,True,B
STU0269,Grade_12,English,84.1,5.6,97.1,True,A
STU0269,Grade_12,History,93.1,5.6,97.1,True,A
STU0269,Grade_12,Computer_Science,82.5,5.6,97.1,True,A
STU0270,Grade_11,Math,67.5,2.1,61.7,True,B
STU0270,Grade_11,Science,61.4,2.1,61.7,True,C
STU0270,Grade_11,English,68.7,2.1,61.7,True,B
STU0270,Grade_11,History,75.0,2.1,61.7,True,B
STU0270,Grade_11,Computer_Science,64.5,2.1,61.7,True,C
STU0271,Grade_10,Math,55.5,3.5,81.3,True,C
STU0271,Grade_10,Science,60.9,3.5,81.3,True,C
STU0271,Grade_10,English,60.9,3.5,81.3,True,C
STU0271,Grade_10,History,74.0,3.5,81.3,True,B
STU0271,Grade_10,Computer_Science,,3.5,81.3,True,B
STU0272,Grade_11,Math,84.2,6.1,66.0,True,A
STU0272,Grade_11,Science,85.1,6.1,66.0,True,A
STU0272,Grade_11,English,91.5,6.1,66.0,True,A
STU0272,Grade_11,History,100.0,6.1,66.0,True,A
STU0272,Grade_11,Computer_Science,91.0,6.1,66.0,True,A
STU0273,Grade_9,Math,72.3,5.6,87.4,True,B
STU0273,Grade_9,Science,80.4,5.6,87.4,True,A
STU0273,Grade_9,English,77.6,5.6,87.4,True,B
STU0273,Grade_9,History,91.1,5.6,87.4,True,A
STU0273,Grade_9,Computer_Science,76.5,5.6,87.4,True,B
STU0274,Grade_9,Math,65.4,3.2,90.8,True,B
STU0274,Grade_9,Science,67.9,3.2,90.8,True,B
STU0274,Grade_9,English,71.7,3.2,90.8,True,B
STU0274,Grade_9,History,89.5,3.2,90.8,True,A
STU0274,Grade_9,Computer_Science,71.2,3.2,90.8,True,B
STU0275,Grade_10,Math,50.1,1.4,93.2,True,C
STU0275,Grade_10,Science,51.5,1.4,93.2,True,C
STU0275,Grade_10,English,68.1,1.4,93.2,True,B
STU0275,Grade_10,History,66.3,1.4,93.2,True,B
STU0275,Grade_10,Computer_Science,54.6,1.4,93.2,True,C
STU0276,Grade_11,Math,82.4,4.7,77.2,True,A
STU0276,Grade_11,Science,87.4,4.7,77.2,True,A
